last_trade_time_utc,first_buy_time_utc,token,symbol,buy_count,sell_count,buy_bnb,sell_bnb,realized_pnl_bnb,realized_roi,first_buy_fdv_usd,first_buy_bucket,open_position_flag,verification
2026-06-13 04:43:56,2026-06-13 04:43:56,0x93a07c965774c262951b6d691277728ce4c17777,0x93a07c...c17777,1,0,0.4,0.0,-0.4,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-12 08:53:00,2026-06-08 14:30:27,0x64e42d99fa091cf0507c42e21eb3c4418b9a4444,0x64e42d...9a4444,2,7,1.2,3.36808864,2.16808864,1.80674053,,live_pending_fdv,False,live_rpc_token_summary
2026-06-12 08:42:12,2026-06-12 08:39:18,0x281792c78336c5b52768856874cf76a915664444,0x281792...664444,2,4,1.29,1.64310887,0.35310887,0.27372781,,live_pending_fdv,False,live_rpc_token_summary
2026-06-12 04:22:55,2026-06-12 04:16:02,0xe7f81bebe48050ea109079d31ed7512c78aa4444,0xe7f81b...aa4444,1,1,0.6,0.37198209,-0.22801791,-0.38002985,,live_pending_fdv,False,live_rpc_token_summary
2026-06-11 21:34:26,2026-06-10 08:19:11,0x976e780ec0856af5a522c5c4c046e32f26184444,0x976e78...184444,1,1,0.6,0.60346033,0.00346033,0.00576722,,live_pending_fdv,False,live_rpc_token_summary
2026-06-11 03:38:48,2026-06-11 03:38:45,0x444457fce3a4e87241fd98cfca400d8bb8ac3060,0x444457...ac3060,2,0,1.2,0.0,-1.2,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-11 03:03:07,2026-06-11 02:06:42,0x44449ba264dffdcf903128c6800d9e4d3998adaf,0x44449b...98adaf,1,3,5.0,10.4262442,5.4262442,1.08524884,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:49:58,,0x22c24f584abc12558df0adb7f4be854f344b4444,0x22c24f...4b4444,0,1,0.0,0.45046348,0.45046348,0,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:42:47,,0x6657adbcaa70f579a46a13dbab7961695e434444,0x6657ad...434444,0,1,0.0,0.1408724,0.1408724,0,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:42:38,2026-06-09 02:10:48,0x4efa0ffa2257c489f20cc0946b8c0d7154124444,0x4efa0f...124444,1,2,0.4,0.45916939,0.05916939,0.14792347,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:42:21,2026-06-05 10:55:40,0xa958886ea50bb81073beba386345a54ff8504444,0xa95888...504444,1,2,0.4,0.46399989,0.06399989,0.15999973,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:41:48,2026-06-02 15:55:34,0xa258ff5e1eb2786f8439265b0809b40390614444,0xa258ff...614444,1,1,0.6,0.33589742,-0.26410258,-0.44017097,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:38:53,,0xb64157874c2648101733e335e9d1af85073f4444,0xb64157...3f4444,0,1,0.0,0.10320215,0.10320215,0,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:38:40,,0xef6b3103d97fbcfb70ad9edf06ff61745b124444,0xef6b31...124444,0,1,0.0,0.34905543,0.34905543,0,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:38:32,,0x03402101bf9aeb273e51ec60b8e9f83c644f4444,0x034021...4f4444,0,1,0.0,0.0339978,0.0339978,0,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:38:14,2026-06-01 07:49:54,0x584322c6381e1608b2f3354059541f7b8e9c4444,0x584322...9c4444,1,2,0.4,0.49293644,0.09293644,0.2323411,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:37:56,2026-06-02 06:41:24,0x1ab9f3f3b88c37bf1afc7698075472aa32314444,0x1ab9f3...314444,1,2,0.6,1.15470803,0.55470803,0.92451338,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:37:28,2026-06-04 08:03:49,0x5d678be333ba281cc2ef1021608ad5ffe72d4444,0x5d678b...2d4444,1,2,0.77,0.85223722,0.08223722,0.10680158,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:37:16,2026-06-04 09:38:15,0xb9453bfc9600f3dc826463f34575b3f33b5d4444,0xb9453b...5d4444,1,2,0.6,0.6348796,0.0348796,0.05813267,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:37:08,2026-06-05 05:04:43,0xfb4e23d6e889b5e21f8c2a3ed9d135930e814444,0xfb4e23...814444,1,1,0.6,0.08321827,-0.51678173,-0.86130288,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:36:56,2026-06-05 11:38:47,0x7ea40c67da65cec8fc63ca853e28eb66ad404444,0x7ea40c...404444,3,10,1.5,2.35704962,0.85704962,0.57136641,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:36:05,2026-06-09 13:53:49,0xd7451e0a005a041bb72c836dbfb2f11dea7b4444,0xd7451e...7b4444,1,1,0.4,0.33425574,-0.06574426,-0.16436065,,live_pending_fdv,False,live_rpc_token_summary
2026-06-10 13:34:55,2026-06-05 05:14:43,0xba2aa17f49e08647688d90446516685bda1c4444,0xba2aa1...1c4444,2,6,5.6,5.96899508,0.36899508,0.06589198,,live_pending_fdv,False,live_rpc_token_summary
2026-06-09 05:01:14,2026-06-09 05:01:14,0x59917c927124b034bca76260308d181ec0294444,0x59917c...294444,1,0,0.6,0.0,-0.6,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-08 18:48:28,2026-06-08 09:13:58,0xcb89988426894d9fc030d21c9c39f37342f24444,0xcb8998...f24444,1,2,0.4,0.3914737,-0.0085263,-0.02131575,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 17:42:46,2026-06-07 08:35:57,0x2627b89a2950657558d2674d9ebd6e8da1c54444,0x2627b8...c54444,1,1,0.4,0.42617165,0.02617165,0.06542913,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 17:42:40,2026-06-07 08:35:43,0x498d0aeb9515fa163797789dc3f28240b5094444,0x498d0a...094444,1,1,0.4,0.36833632,-0.03166368,-0.0791592,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 16:06:34,2026-06-08 16:06:34,0x904430a802e511111afbe59730dbcfdbf1784444,0x904430...784444,1,0,0.6,0.0,-0.6,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-08 14:25:15,2026-06-08 14:25:15,0x101e6b52c1a13de26a34a981bb25d34ee6a84e42,0x101e6b...a84e42,1,0,0.6,0.0,-0.6,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-08 12:50:20,2026-06-08 12:50:20,0x319ea04e0ead8b9595f065f0ba3dca872c904444,0x319ea0...904444,1,0,0.4,0.0,-0.4,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-08 11:37:50,2026-06-08 11:21:08,0x28c86673956d6236bf0ddaffaf0b41d345f57777,0x28c866...f57777,2,2,0.8,0.60544986,-0.19455014,-0.24318767,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 11:22:56,2026-06-08 11:21:25,0x6fd2cfedcba0a9c0a1876541f5a13dea9bb47777,0x6fd2cf...b47777,1,1,0.4,0.19041358,-0.20958642,-0.52396605,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 10:07:57,2026-06-08 10:07:06,0x63e361831fe6d233ca8d8743aba6c6cab1764444,0x63e361...764444,1,1,0.4,0.38423762,-0.01576238,-0.03940595,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 10:06:57,2026-06-08 10:06:43,0xcd4b1b35c7d575efc6bff2e2b842f2a5ccbd4444,0xcd4b1b...bd4444,1,1,0.77,0.69773875,-0.07226125,-0.09384578,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 10:02:22,2026-06-08 10:00:46,0x1ba115818ca034b04d310dfc8eb985b3637c4444,0x1ba115...7c4444,1,2,0.4,0.50052578,0.10052578,0.25131445,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 09:59:46,2026-06-08 09:59:43,0x0779746d5aa1daf1e97a6bd204e615b50fb64444,0x077974...b64444,1,1,0.77,0.73965743,-0.03034257,-0.03940594,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 09:32:42,2026-06-08 09:30:45,0x732703fc1c8b10c24af3b40b526be7a1a26e4444,0x732703...6e4444,1,1,0.4,0.42320542,0.02320542,0.05801355,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 09:18:54,2026-06-08 09:17:18,0xeb4e4bb1c2f08cc2a10f54657e6bbc5471d59a88,0xeb4e4b...d59a88,1,1,0.4,0.52509149,0.12509149,0.31272872,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 09:18:29,2026-06-08 09:18:17,0xf5b30daf69d8c6c2eaf68a3d50c8721458b04444,0xf5b30d...b04444,1,1,0.4,0.82063294,0.42063294,1.05158235,,live_pending_fdv,False,live_rpc_token_summary
2026-06-08 09:08:52,2026-06-08 09:05:54,0x75adcf77edef648e155abec91258cdb9bcfb4444,0x75adcf...fb4444,1,4,0.4,0.65230111,0.25230111,0.63075277,,live_pending_fdv,False,live_rpc_token_summary
2026-06-07 08:26:33,2026-06-06 14:31:21,0x511157dadc2ebcbb46af17deb866b9f0bc284444,0x511157...284444,1,11,0.6,2.05240686,1.45240686,2.4206781,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 14:49:50,2026-06-06 14:48:27,0xfd42007270c8a6cb35b9ce5ff35c6ed859d14444,0xfd4200...d14444,1,1,0.4,0.44561063,0.04561063,0.11402657,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 14:05:58,2026-06-06 14:05:58,0xca5e8f183df2fa164b28cb5ac9dac52f575d4444,0xca5e8f...5d4444,1,0,0.4,0.0,-0.4,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-06 14:03:13,2026-06-06 14:03:13,0x5999695624852ad1a7657eb63c806b48aaf14444,0x599969...f14444,1,0,0.6,0.0,-0.6,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-06 12:55:03,2026-06-05 09:33:41,0xf3217facd631df1491369aed3ccc0a73ba594444,0xf3217f...594444,1,2,0.4,0.53823705,0.13823705,0.34559262,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:54:59,2026-06-05 09:31:28,0x39171cc150d9e4537880f69db783374c11a14444,0x39171c...a14444,1,2,0.6,0.6302372,0.0302372,0.05039533,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:54:55,2026-06-05 09:34:15,0x10e99a830a5f763a3fa16c27569ac86809964444,0x10e99a...964444,1,2,0.77,0.81673468,0.04673468,0.06069439,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:54:32,2026-06-05 11:58:43,0x02702a44516c12c746bb0dc0d35ba0eb70d24444,0x02702a...d24444,1,1,0.4,0.2625168,-0.1374832,-0.343708,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:54:13,2026-06-06 10:00:21,0xee061de46abb9f256743be46f8c79a9e10784444,0xee061d...784444,1,2,0.6,0.69392365,0.09392365,0.15653942,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:54:09,2026-06-06 10:01:28,0x7bf38f98f647a5d0fc6703eda4da43a02e0d4444,0x7bf38f...0d4444,1,2,0.6,0.78629768,0.18629768,0.31049613,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:54:05,2026-06-06 10:02:37,0x85d1b56eb65b6ecad8d238704c5f3ec539154444,0x85d1b5...154444,1,2,0.3,0.20520505,-0.09479495,-0.31598317,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:54:01,2026-06-06 10:57:07,0xba50b40f99d64c3c2a07a5112a58c7ebc4c2ffff,0xba50b4...c2ffff,1,1,0.02,0.00540968,-0.01459032,-0.729516,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 12:49:05,2026-06-06 12:46:31,0x304087973e773490a086fb49d98ba109d7017777,0x304087...017777,1,1,0.6,0.48895553,-0.11104447,-0.18507412,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 11:00:35,2026-06-06 11:00:16,0x9f1a43f0c6c4c6f8aced9f829ac50cc0358a4444,0x9f1a43...8a4444,1,1,0.77,0.74459922,-0.02540078,-0.03298803,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 10:49:16,2026-06-06 10:47:38,0x9a9b4bdf5b32856a4e614b0ff6835b1ddc8c4444,0x9a9b4b...8c4444,1,1,0.6,0.48990072,-0.11009928,-0.1834988,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 10:48:09,2026-06-06 10:48:03,0xe226f4573eaeff78d5333d9938cab3d829f44444,0xe226f4...f44444,1,1,0.77,0.6284804,-0.1415196,-0.18379169,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 10:47:29,2026-06-06 10:47:13,0xfb4d42ecdf96d183838639a762304773d5e34444,0xfb4d42...e34444,1,1,0.6,0.29826786,-0.30173214,-0.5028869,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 10:01:58,2026-06-06 10:00:28,0x9c379e6f819c99e43804114f75cf0ad8ef844444,0x9c379e...844444,1,1,0.6,0.39216663,-0.20783337,-0.34638895,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 09:55:22,2026-06-06 09:55:22,0xe6c238d6e4b756c9dbc9a0989e012dcb80774444,0xe6c238...774444,1,0,0.6,0.0,-0.6,-1.0,,live_pending_fdv,True,live_rpc_token_summary
2026-06-06 08:50:34,2026-06-06 08:50:03,0xd574ae3718f58e818efe3de636ea279318934444,0xd574ae...934444,1,1,0.6,0.88120037,0.28120037,0.46866728,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 08:46:26,2026-06-06 08:45:46,0xc1b2a8a93c40a43acdbecc0bdfa3b2a9b8b6ffff,0xc1b2a8...b6ffff,1,1,0.6,0.47582536,-0.12417464,-0.20695773,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 08:09:23,2026-06-06 08:09:07,0xc5c0da223d2a5137c81ce89bde11764662db4444,0xc5c0da...db4444,1,1,0.4,0.46434216,0.06434216,0.1608554,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 07:59:50,2026-06-06 07:59:44,0x2907313a0f96aad52fff6c15353be17b855e7777,0x290731...5e7777,1,1,0.6,0.49721281,-0.10278719,-0.17131198,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 07:52:19,2026-06-06 07:13:17,0xd49577a3694bf22a30afcff11dd2bb5bdadf4444,0xd49577...df4444,1,2,0.6,0.68420062,0.08420062,0.14033437,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 07:51:30,2026-06-06 07:48:47,0x54e5a38fc4861d381da26a0e658c3605b5687777,0x54e5a3...687777,1,1,0.6,0.44255255,-0.15744745,-0.26241242,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 07:34:31,2026-06-06 07:28:40,0x01d73b67d92d943ac944ebaca1accc1a75a94444,0x01d73b...a94444,1,2,0.6,0.66087822,0.06087822,0.1014637,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 07:12:47,2026-06-06 07:12:28,0xeb17ace9d9b070a4afb3d26f1968eea52e4d4444,0xeb17ac...4d4444,1,1,0.6,0.4740706,-0.1259294,-0.20988233,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 06:46:49,2026-06-06 06:45:26,0xec99bd9e0f82494ee506bb7c96fb08833431ffff,0xec99bd...31ffff,1,1,0.4,0.38825177,-0.01174823,-0.02937057,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 06:30:20,2026-06-06 06:27:44,0x24290d6c3ce0fdda9a121f95496d18b196434444,0x24290d...434444,1,1,0.6,0.29562056,-0.30437944,-0.50729907,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 06:25:48,2026-06-06 06:12:47,0x8e9aa0a0b5cb7367620c8b418a6bc8d6f8374444,0x8e9aa0...374444,1,1,0.6,0.5666055,-0.0333945,-0.0556575,,live_pending_fdv,False,live_rpc_token_summary
2026-06-06 06:07:11,2026-06-06 03:33:54,0xc5524b03446325471fcafc16e6aa6fd1afa84444,0xc5524b...a84444,1,1,0.6,0.87528628,0.27528628,0.45881047,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 15:10:43,2026-06-05 14:43:19,0x6a5a97fb92be4afb6ebd4e7fe749d1a6f3214444,0x6a5a97...214444,1,1,0.4,0.41129142,0.01129142,0.02822855,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 14:42:14,2026-06-05 14:41:27,0xf7b1ce7f0c9b57a55e97573e01baa8d77ca84444,0xf7b1ce...a84444,1,1,0.4,0.21832697,-0.18167303,-0.45418258,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 14:32:53,2026-06-05 14:31:49,0x9f0cbee1c3af42db4a0025c96ebb6fdea2174444,0x9f0cbe...174444,1,2,0.6,0.32684618,-0.27315382,-0.45525637,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 14:01:41,2026-06-05 13:59:59,0x5caac8b88a3356f6a9bdfa1a0b9e2a4850334444,0x5caac8...334444,1,1,0.6,0.56195698,-0.03804302,-0.06340503,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 13:43:43,2026-06-05 13:14:03,0x7eb5b11621257917a80665ece62c9ad7e0b14444,0x7eb5b1...b14444,2,5,0.9,1.13947812,0.23947812,0.2660868,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 13:31:32,2026-06-05 11:58:15,0x1218147da617f2605f25a7a2f82ccbb7f1574444,0x121814...574444,1,7,0.6,1.59608967,0.99608967,1.66014945,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 13:01:05,2026-06-05 12:57:21,0x03cd412cda8b6b45b1819ac03737855cb53b4444,0x03cd41...3b4444,1,1,0.6,0.59151292,-0.00848708,-0.01414513,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 12:47:57,2026-06-05 12:31:02,0x68585448d517f4735f95d7826377f044d33dffff,0x685854...3dffff,1,2,0.6,0.43226389,-0.16773611,-0.27956018,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 11:39:45,2026-06-05 03:43:12,0xb8cc4a6691c2e04edd8481bfff0f3e3df04d4444,0xb8cc4a...4d4444,1,1,0.4,0.10812957,-0.29187043,-0.72967607,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 11:39:06,2026-06-05 11:38:06,0xb9bfd2aaf38f68b68e199f98ef0d390903714444,0xb9bfd2...714444,1,3,0.77,1.22178051,0.45178051,0.58672794,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 11:16:21,2026-06-05 11:15:46,0x293d95f1192ae87fc699e8451b4daffcc2c94444,0x293d95...c94444,1,1,0.6,0.51444122,-0.08555878,-0.14259797,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 11:13:35,2026-06-05 11:12:57,0x57e59fbceaea8014f9aaee9bf548c42ac2a34444,0x57e59f...a34444,1,2,0.77,0.81129968,0.04129968,0.05363595,,live_pending_fdv,False,live_rpc_token_summary
2026-06-05 11:09:15,2026-06-05 11:09:00,0x35be71c960e4cdb41bc791b9fe581a61262c4444,0x35be71...2c4444,1,1,0.4,0.53238175,0.13238175,0.33095437,,live_pending_fdv,False,live_rpc_token_summary
